,Z,S,K,K',Sc
12688,290970108002004,1,0,0,0.0
12689,290970108002004,1,0,1,3623.2455
12690,290970108002004,1,0,2,4553.667
12691,290970108002004,1,0,3,8173.737
12693,290970108002004,1,1,1,0.0
12694,290970108002004,1,1,2,4553.667
12695,290970108002004,1,1,3,8173.737
12698,290970108002004,1,2,2,0.0
12699,290970108002004,1,2,3,8173.737
12703,290970108002004,1,3,3,0.0
12704,290970108002005,1,0,0,0.0
12705,290970108002005,1,0,1,3330.579
12706,290970108002005,1,0,2,4185.846
12707,290970108002005,1,0,3,7513.506
12709,290970108002005,1,1,1,0.0
12710,290970108002005,1,1,2,4185.846
12711,290970108002005,1,1,3,7513.506
12714,290970108002005,1,2,2,0.0
12715,290970108002005,1,2,3,7513.506
12719,290970108002005,1,3,3,0.0
12720,290970108002006,1,0,0,0.0
12721,290970108002006,1,0,1,3028.214
12722,290970108002006,1,0,2,3805.836
12723,290970108002006,1,0,3,6831.396
12725,290970108002006,1,1,1,0.0
12726,290970108002006,1,1,2,3805.836
12727,290970108002006,1,1,3,6831.396
12730,290970108002006,1,2,2,0.0
12731,290970108002006,1,2,3,6831.396
12735,290970108002006,1,3,3,0.0
12736,290970108002007,1,0,0,0.0
12737,290970108002007,1,0,1,3423.5705
12738,290970108002007,1,0,2,4302.717
12739,290970108002007,1,0,3,7723.287
12741,290970108002007,1,1,1,0.0
12742,290970108002007,1,1,2,4302.717
12743,290970108002007,1,1,3,7723.287
12746,290970108002007,1,2,2,0.0
12747,290970108002007,1,2,3,7723.287
12751,290970108002007,1,3,3,0.0
12752,290970108002008,1,0,0,0.0
12753,290970108002008,1,0,1,4321.5375
12754,290970108002008,1,0,2,5431.275
12755,290970108002008,1,0,3,9749.025
12757,290970108002008,1,1,1,0.0
12758,290970108002008,1,1,2,5431.275
12759,290970108002008,1,1,3,9749.025
12762,290970108002008,1,2,2,0.0
12763,290970108002008,1,2,3,9749.025
12767,290970108002008,1,3,3,0.0
12768,290970108002009,1,0,0,0.0
12769,290970108002009,1,0,1,3597.573
12770,290970108002009,1,0,2,4521.402
12771,290970108002009,1,0,3,8115.822
12773,290970108002009,1,1,1,0.0
12774,290970108002009,1,1,2,4521.402
12775,290970108002009,1,1,3,8115.822
12778,290970108002009,1,2,2,0.0
12779,290970108002009,1,2,3,8115.822
12783,290970108002009,1,3,3,0.0
12784,290970108002010,1,0,0,0.0
12785,290970108002010,1,0,1,3016.2335
12786,290970108002010,1,0,2,3790.779
12787,290970108002010,1,0,3,6804.369
12789,290970108002010,1,1,1,0.0
12790,290970108002010,1,1,2,3790.779
12791,290970108002010,1,1,3,6804.369
12794,290970108002010,1,2,2,0.0
12795,290970108002010,1,2,3,6804.369
12799,290970108002010,1,3,3,0.0
12800,290970108002011,1,0,0,0.0
12801,290970108002011,1,0,1,13274.394
12802,290970108002011,1,0,2,16683.156
12803,290970108002011,1,0,3,29945.916
12805,290970108002011,1,1,1,0.0
12806,290970108002011,1,1,2,16683.156
12807,290970108002011,1,1,3,29945.916
12810,290970108002011,1,2,2,0.0
12811,290970108002011,1,2,3,29945.916
12815,290970108002011,1,3,3,0.0
12816,290970108002012,1,0,0,0.0
12817,290970108002012,1,0,1,5191.55
12818,290970108002012,1,0,2,6524.7
12819,290970108002012,1,0,3,11711.7
12821,290970108002012,1,1,1,0.0
12822,290970108002012,1,1,2,6524.7
12823,290970108002012,1,1,3,11711.7
12826,290970108002012,1,2,2,0.0
12827,290970108002012,1,2,3,11711.7
12831,290970108002012,1,3,3,0.0
12832,290970108002016,1,0,0,0.0
12833,290970108002016,1,0,1,4116.728
12834,290970108002016,1,0,2,5173.872
12835,290970108002016,1,0,3,9286.992
12837,290970108002016,1,1,1,0.0
12838,290970108002016,1,1,2,5173.872
12839,290970108002016,1,1,3,9286.992
12842,290970108002016,1,2,2,0.0
12843,290970108002016,1,2,3,9286.992
12847,290970108002016,1,3,3,0.0
12848,290970108002017,1,0,0,0.0
12849,290970108002017,1,0,1,4696.356
12850,290970108002017,1,0,2,5902.344
12851,290970108002017,1,0,3,10594.584
12853,290970108002017,1,1,1,0.0
12854,290970108002017,1,1,2,5902.344
12855,290970108002017,1,1,3,10594.584
12858,290970108002017,1,2,2,0.0
12859,290970108002017,1,2,3,10594.584
12863,290970108002017,1,3,3,0.0
12864,290970108002018,1,0,0,0.0
12865,290970108002018,1,0,1,3860.003
12866,290970108002018,1,0,2,4851.222
12867,290970108002018,1,0,3,8707.842
12869,290970108002018,1,1,1,0.0
12870,290970108002018,1,1,2,4851.222
12871,290970108002018,1,1,3,8707.842
12874,290970108002018,1,2,2,0.0
12875,290970108002018,1,2,3,8707.842
12879,290970108002018,1,3,3,0.0
12880,290970108002019,1,0,0,0.0
12881,290970108002019,1,0,1,3878.8295
12882,290970108002019,1,0,2,4874.883
12883,290970108002019,1,0,3,8750.313
12885,290970108002019,1,1,1,0.0
12886,290970108002019,1,1,2,4874.883
12887,290970108002019,1,1,3,8750.313
12890,290970108002019,1,2,2,0.0
12891,290970108002019,1,2,3,8750.313
12895,290970108002019,1,3,3,0.0
12896,290970108002020,1,0,0,0.0
12897,290970108002020,1,0,1,3738.4865
12898,290970108002020,1,0,2,4698.501
12899,290970108002020,1,0,3,8433.711
12901,290970108002020,1,1,1,0.0
12902,290970108002020,1,1,2,4698.501
12903,290970108002020,1,1,3,8433.711
12906,290970108002020,1,2,2,0.0
12907,290970108002020,1,2,3,8433.711
12911,290970108002020,1,3,3,0.0
12912,290970108002021,1,0,0,0.0
12913,290970108002021,1,0,1,4347.21
12914,290970108002021,1,0,2,5463.54
12915,290970108002021,1,0,3,9806.94
12917,290970108002021,1,1,1,0.0
12918,290970108002021,1,1,2,5463.54
12919,290970108002021,1,1,3,9806.94
12922,290970108002021,1,2,2,0.0
12923,290970108002021,1,2,3,9806.94
12927,290970108002021,1,3,3,0.0
12928,290970108002022,1,0,0,0.0
12929,290970108002022,1,0,1,6341.678
12930,290970108002022,1,0,2,7970.172
12931,290970108002022,1,0,3,14306.292
12933,290970108002022,1,1,1,0.0
12934,290970108002022,1,1,2,7970.172
12935,290970108002022,1,1,3,14306.292
12938,290970108002022,1,2,2,0.0
12939,290970108002022,1,2,3,14306.292
12943,290970108002022,1,3,3,0.0
12944,290970108002023,1,0,0,0.0
12945,290970108002023,1,0,1,4617.627
12946,290970108002023,1,0,2,5803.398
12947,290970108002023,1,0,3,10416.978
12949,290970108002023,1,1,1,0.0
12950,290970108002023,1,1,2,5803.398
12951,290970108002023,1,1,3,10416.978
12954,290970108002023,1,2,2,0.0
12955,290970108002023,1,2,3,10416.978
12959,290970108002023,1,3,3,0.0
12960,290970108002024,1,0,0,0.0
12961,290970108002024,1,0,1,4736.8615
12962,290970108002024,1,0,2,5953.251
12963,290970108002024,1,0,3,10685.961
12965,290970108002024,1,1,1,0.0
12966,290970108002024,1,1,2,5953.251
12967,290970108002024,1,1,3,10685.961
12970,290970108002024,1,2,2,0.0
12971,290970108002024,1,2,3,10685.961
12975,290970108002024,1,3,3,0.0
12976,290970108002025,1,0,0,0.0
12977,290970108002025,1,0,1,3531.395
12978,290970108002025,1,0,2,4438.23
12979,290970108002025,1,0,3,7966.53
12981,290970108002025,1,1,1,0.0
12982,290970108002025,1,1,2,4438.23
12983,290970108002025,1,1,3,7966.53
12986,290970108002025,1,2,2,0.0
12987,290970108002025,1,2,3,7966.53
12991,290970108002025,1,3,3,0.0
12992,290970108002026,1,0,0,0.0
12993,290970108002026,1,0,1,5047.784
12994,290970108002026,1,0,2,6344.016
12995,290970108002026,1,0,3,11387.376
12997,290970108002026,1,1,1,0.0
12998,290970108002026,1,1,2,6344.016
12999,290970108002026,1,1,3,11387.376
13002,290970108002026,1,2,2,0.0
13003,290970108002026,1,2,3,11387.376
13007,290970108002026,1,3,3,0.0
13008,290970108002027,1,0,0,0.0
13009,290970108002027,1,0,1,7570.535
13010,290970108002027,1,0,2,9514.59
13011,290970108002027,1,0,3,17078.49
13013,290970108002027,1,1,1,0.0
13014,290970108002027,1,1,2,9514.59
13015,290970108002027,1,1,3,17078.49
13018,290970108002027,1,2,2,0.0
13019,290970108002027,1,2,3,17078.49
13023,290970108002027,1,3,3,0.0
13024,290970108002028,1,0,0,0.0
13025,290970108002028,1,0,1,11646.7575
13026,290970108002028,1,0,2,14637.555
13027,290970108002028,1,0,3,26274.105
13029,290970108002028,1,1,1,0.0
13030,290970108002028,1,1,2,14637.555
13031,290970108002028,1,1,3,26274.105
13034,290970108002028,1,2,2,0.0
13035,290970108002028,1,2,3,26274.105
13039,290970108002028,1,3,3,0.0
13040,290970108002030,1,0,0,0.0
13041,290970108002030,1,0,1,9637.4565
13042,290970108002030,1,0,2,12112.281
13043,290970108002030,1,0,3,21741.291
13045,290970108002030,1,1,1,0.0
13046,290970108002030,1,1,2,12112.281
13047,290970108002030,1,1,3,21741.291
13050,290970108002030,1,2,2,0.0
13051,290970108002030,1,2,3,21741.291
13055,290970108002030,1,3,3,0.0
13056,290970108002031,1,0,0,0.0
13057,290970108002031,1,0,1,5446.5635
13058,290970108002031,1,0,2,6845.199
13059,290970108002031,1,0,3,12286.989
13061,290970108002031,1,1,1,0.0
13062,290970108002031,1,1,2,6845.199
13063,290970108002031,1,1,3,12286.989
13066,290970108002031,1,2,2,0.0
13067,290970108002031,1,2,3,12286.989
13071,290970108002031,1,3,3,0.0
13072,290970108002032,1,0,0,0.0
13073,290970108002032,1,0,1,3610.124
13074,290970108002032,1,0,2,4537.176
13075,290970108002032,1,0,3,8144.136
13077,290970108002032,1,1,1,0.0
13078,290970108002032,1,1,2,4537.176
13079,290970108002032,1,1,3,8144.136
13082,290970108002032,1,2,2,0.0
13083,290970108002032,1,2,3,8144.136
13087,290970108002032,1,3,3,0.0
13088,290970108002033,1,0,0,0.0
13089,290970108002033,1,0,1,4827.571
13090,290970108002033,1,0,2,6067.254
13091,290970108002033,1,0,3,10890.594
13093,290970108002033,1,1,1,0.0
13094,290970108002033,1,1,2,6067.254
13095,290970108002033,1,1,3,10890.594
13098,290970108002033,1,2,2,0.0
13099,290970108002033,1,2,3,10890.594
13103,290970108002033,1,3,3,0.0
13104,290970108002034,1,0,0,0.0
13105,290970108002034,1,0,1,5005.567
13106,290970108002034,1,0,2,6290.958
13107,290970108002034,1,0,3,11292.138
13109,290970108002034,1,1,1,0.0
13110,290970108002034,1,1,2,6290.958
13111,290970108002034,1,1,3,11292.138
13114,290970108002034,1,2,2,0.0
13115,290970108002034,1,2,3,11292.138
13119,290970108002034,1,3,3,0.0
13120,290970108002035,1,0,0,0.0
13121,290970108002035,1,0,1,4955.363
13122,290970108002035,1,0,2,6227.862
13123,290970108002035,1,0,3,11178.882
13125,290970108002035,1,1,1,0.0
13126,290970108002035,1,1,2,6227.862
13127,290970108002035,1,1,3,11178.882
13130,290970108002035,1,2,2,0.0
13131,290970108002035,1,2,3,11178.882
13135,290970108002035,1,3,3,0.0
13136,290970108002036,1,0,0,0.0
13137,290970108002036,1,0,1,4973.619
13138,290970108002036,1,0,2,6250.806
13139,290970108002036,1,0,3,11220.066
13141,290970108002036,1,1,1,0.0
13142,290970108002036,1,1,2,6250.806
13143,290970108002036,1,1,3,11220.066
13146,290970108002036,1,2,2,0.0
13147,290970108002036,1,2,3,11220.066
13151,290970108002036,1,3,3,0.0
13152,290970108002037,1,0,0,0.0
13153,290970108002037,1,0,1,5152.756
13154,290970108002037,1,0,2,6475.944
13155,290970108002037,1,0,3,11624.184
13157,290970108002037,1,1,1,0.0
13158,290970108002037,1,1,2,6475.944
13159,290970108002037,1,1,3,11624.184
13162,290970108002037,1,2,2,0.0
13163,290970108002037,1,2,3,11624.184
13167,290970108002037,1,3,3,0.0
13168,290970108002038,1,0,0,0.0
13169,290970108002038,1,0,1,3348.835
13170,290970108002038,1,0,2,4208.79
13171,290970108002038,1,0,3,7554.69
13173,290970108002038,1,1,1,0.0
13174,290970108002038,1,1,2,4208.79
13175,290970108002038,1,1,3,7554.69
13178,290970108002038,1,2,2,0.0
13179,290970108002038,1,2,3,7554.69
13183,290970108002038,1,3,3,0.0
13184,290970108002039,1,0,0,0.0
13185,290970108002039,1,0,1,3476.627
13186,290970108002039,1,0,2,4369.398
13187,290970108002039,1,0,3,7842.978
13189,290970108002039,1,1,1,0.0
13190,290970108002039,1,1,2,4369.398
13191,290970108002039,1,1,3,7842.978
13194,290970108002039,1,2,2,0.0
13195,290970108002039,1,2,3,7842.978
13199,290970108002039,1,3,3,0.0
13200,290970108003001,1,0,0,0.0
13201,290970108003001,1,0,1,4465.874
13202,290970108003001,1,0,2,5612.676
13203,290970108003001,1,0,3,10074.636
13205,290970108003001,1,1,1,0.0
13206,290970108003001,1,1,2,5612.676
13207,290970108003001,1,1,3,10074.636
13210,290970108003001,1,2,2,0.0
13211,290970108003001,1,2,3,10074.636
13215,290970108003001,1,3,3,0.0
13216,290970108003002,1,0,0,0.0
13217,290970108003002,1,0,1,3364.2385
13218,290970108003002,1,0,2,4228.149
13219,290970108003002,1,0,3,7589.439
13221,290970108003002,1,1,1,0.0
13222,290970108003002,1,1,2,4228.149
13223,290970108003002,1,1,3,7589.439
13226,290970108003002,1,2,2,0.0
13227,290970108003002,1,2,3,7589.439
13231,290970108003002,1,3,3,0.0
13232,290970108003004,1,0,0,0.0
13233,290970108003004,1,0,1,4379.158
13234,290970108003004,1,0,2,5503.692
13235,290970108003004,1,0,3,9879.012
13237,290970108003004,1,1,1,0.0
13238,290970108003004,1,1,2,5503.692
13239,290970108003004,1,1,3,9879.012
13242,290970108003004,1,2,2,0.0
13243,290970108003004,1,2,3,9879.012
13247,290970108003004,1,3,3,0.0
13248,290970108003005,1,0,0,0.0
13249,290970108003005,1,0,1,4286.1665
13250,290970108003005,1,0,2,5386.821
13251,290970108003005,1,0,3,9669.231
13253,290970108003005,1,1,1,0.0
13254,290970108003005,1,1,2,5386.821
13255,290970108003005,1,1,3,9669.231
13258,290970108003005,1,2,2,0.0
13259,290970108003005,1,2,3,9669.231
13263,290970108003005,1,3,3,0.0
13264,290970108003006,1,0,0,0.0
13265,290970108003006,1,0,1,4419.093
13266,290970108003006,1,0,2,5553.882
13267,290970108003006,1,0,3,9969.102
13269,290970108003006,1,1,1,0.0
13270,290970108003006,1,1,2,5553.882
13271,290970108003006,1,1,3,9969.102
13274,290970108003006,1,2,2,0.0
13275,290970108003006,1,2,3,9969.102
13279,290970108003006,1,3,3,0.0
13280,290970108003007,1,0,0,0.0
13281,290970108003007,1,0,1,6980.638
13282,290970108003007,1,0,2,8773.212
13283,290970108003007,1,0,3,15747.732
13285,290970108003007,1,1,1,0.0
13286,290970108003007,1,1,2,8773.212
13287,290970108003007,1,1,3,15747.732
13290,290970108003007,1,2,2,0.0
13291,290970108003007,1,2,3,15747.732
13295,290970108003007,1,3,3,0.0
13296,290970108003008,1,0,0,0.0
13297,290970108003008,1,0,1,4593.666
13298,290970108003008,1,0,2,5773.284
13299,290970108003008,1,0,3,10362.924
13301,290970108003008,1,1,1,0.0
13302,290970108003008,1,1,2,5773.284
13303,290970108003008,1,1,3,10362.924
13306,290970108003008,1,2,2,0.0
13307,290970108003008,1,2,3,10362.924
13311,290970108003008,1,3,3,0.0
13312,290970108003009,1,0,0,0.0
13313,290970108003009,1,0,1,5885.278
13314,290970108003009,1,0,2,7396.572
13315,290970108003009,1,0,3,13276.692
13317,290970108003009,1,1,1,0.0
13318,290970108003009,1,1,2,7396.572
13319,290970108003009,1,1,3,13276.692
13322,290970108003009,1,2,2,0.0
13323,290970108003009,1,2,3,13276.692
13327,290970108003009,1,3,3,0.0
13328,290970108003010,1,0,0,0.0
13329,290970108003010,1,0,1,5617.143
13330,290970108003010,1,0,2,7059.582
13331,290970108003010,1,0,3,12671.802
13333,290970108003010,1,1,1,0.0
13334,290970108003010,1,1,2,7059.582
13335,290970108003010,1,1,3,12671.802
13338,290970108003010,1,2,2,0.0
13339,290970108003010,1,2,3,12671.802
13343,290970108003010,1,3,3,0.0
13344,290970108003011,1,0,0,0.0
13345,290970108003011,1,0,1,3991.218
13346,290970108003011,1,0,2,5016.132
13347,290970108003011,1,0,3,9003.852
13349,290970108003011,1,1,1,0.0
13350,290970108003011,1,1,2,5016.132
13351,290970108003011,1,1,3,9003.852
13354,290970108003011,1,2,2,0.0
13355,290970108003011,1,2,3,9003.852
13359,290970108003011,1,3,3,0.0
13360,290970108003012,1,0,0,0.0
13361,290970108003012,1,0,1,3935.309
13362,290970108003012,1,0,2,4945.866
13363,290970108003012,1,0,3,8877.726
13365,290970108003012,1,1,1,0.0
13366,290970108003012,1,1,2,4945.866
13367,290970108003012,1,1,3,8877.726
13370,290970108003012,1,2,2,0.0
13371,290970108003012,1,2,3,8877.726
13375,290970108003012,1,3,3,0.0
13376,290970108003013,1,0,0,0.0
13377,290970108003013,1,0,1,3305.477
13378,290970108003013,1,0,2,4154.298
13379,290970108003013,1,0,3,7456.878
13381,290970108003013,1,1,1,0.0
13382,290970108003013,1,1,2,4154.298
13383,290970108003013,1,1,3,7456.878
13386,290970108003013,1,2,2,0.0
13387,290970108003013,1,2,3,7456.878
13391,290970108003013,1,3,3,0.0
13392,290970108003013,5,0,0,0.0
13393,290970108003013,5,0,1,2212.854
13394,290970108003013,5,0,2,3841.686
13395,290970108003013,5,0,3,6895.746
13397,290970108003013,5,1,1,0.0
13398,290970108003013,5,1,2,3841.686
13399,290970108003013,5,1,3,6895.746
13402,290970108003013,5,2,2,0.0
13403,290970108003013,5,2,3,6895.746
13407,290970108003013,5,3,3,0.0
13408,290970108003014,1,0,0,0.0
13409,290970108003014,1,0,1,3760.736
13410,290970108003014,1,0,2,4726.464
13411,290970108003014,1,0,3,8483.904
13413,290970108003014,1,1,1,0.0
13414,290970108003014,1,1,2,4726.464
13415,290970108003014,1,1,3,8483.904
13418,290970108003014,1,2,2,0.0
13419,290970108003014,1,2,3,8483.904
13423,290970108003014,1,3,3,0.0
13424,290970108003015,1,0,0,0.0
13425,290970108003015,1,0,1,3525.69
13426,290970108003015,1,0,2,4431.06
13427,290970108003015,1,0,3,7953.66
13429,290970108003015,1,1,1,0.0
13430,290970108003015,1,1,2,4431.06
13431,290970108003015,1,1,3,7953.66
13434,290970108003015,1,2,2,0.0
13435,290970108003015,1,2,3,7953.66
13439,290970108003015,1,3,3,0.0
13440,290970108003016,1,0,0,0.0
13441,290970108003016,1,0,1,8002.974
13442,290970108003016,1,0,2,10058.076
13443,290970108003016,1,0,3,18054.036
13445,290970108003016,1,1,1,0.0
13446,290970108003016,1,1,2,10058.076
13447,290970108003016,1,1,3,18054.036
13450,290970108003016,1,2,2,0.0
13451,290970108003016,1,2,3,18054.036
13455,290970108003016,1,3,3,0.0
13456,290970108003017,1,0,0,0.0
13457,290970108003017,1,0,1,3742.48
13458,290970108003017,1,0,2,4703.52
13459,290970108003017,1,0,3,8442.72
13461,290970108003017,1,1,1,0.0
13462,290970108003017,1,1,2,4703.52
13463,290970108003017,1,1,3,8442.72
13466,290970108003017,1,2,2,0.0
13467,290970108003017,1,2,3,8442.72
13471,290970108003017,1,3,3,0.0
13472,290970108003018,1,0,0,0.0
13473,290970108003018,1,0,1,4996.439
13474,290970108003018,1,0,2,6279.486
13475,290970108003018,1,0,3,11271.546
13477,290970108003018,1,1,1,0.0
13478,290970108003018,1,1,2,6279.486
13479,290970108003018,1,1,3,11271.546
13482,290970108003018,1,2,2,0.0
13483,290970108003018,1,2,3,11271.546
13487,290970108003018,1,3,3,0.0
13488,290970108003019,1,0,0,0.0
13489,290970108003019,1,0,1,4002.0575
13490,290970108003019,1,0,2,5029.755
13491,290970108003019,1,0,3,9028.305
13493,290970108003019,1,1,1,0.0
13494,290970108003019,1,1,2,5029.755
13495,290970108003019,1,1,3,9028.305
13498,290970108003019,1,2,2,0.0
13499,290970108003019,1,2,3,9028.305
13503,290970108003019,1,3,3,0.0
13504,290970108003020,1,0,0,0.0
13505,290970108003020,1,0,1,3629.521
13506,290970108003020,1,0,2,4561.554
13507,290970108003020,1,0,3,8187.894
13509,290970108003020,1,1,1,0.0
13510,290970108003020,1,1,2,4561.554
13511,290970108003020,1,1,3,8187.894
13514,290970108003020,1,2,2,0.0
13515,290970108003020,1,2,3,8187.894
13519,290970108003020,1,3,3,0.0
13520,290970108003021,1,0,0,0.0
13521,290970108003021,1,0,1,3951.283
13522,290970108003021,1,0,2,4965.942
13523,290970108003021,1,0,3,8913.762
13525,290970108003021,1,1,1,0.0
13526,290970108003021,1,1,2,4965.942
13527,290970108003021,1,1,3,8913.762
13530,290970108003021,1,2,2,0.0
13531,290970108003021,1,2,3,8913.762
13535,290970108003021,1,3,3,0.0
13536,290970108003022,1,0,0,0.0
13537,290970108003022,1,0,1,4487.553
13538,290970108003022,1,0,2,5639.922
13539,290970108003022,1,0,3,10123.542
13541,290970108003022,1,1,1,0.0
13542,290970108003022,1,1,2,5639.922
13543,290970108003022,1,1,3,10123.542
13546,290970108003022,1,2,2,0.0
13547,290970108003022,1,2,3,10123.542
13551,290970108003022,1,3,3,0.0
13552,290970108003023,1,0,0,0.0
13553,290970108003023,1,0,1,3494.3125
13554,290970108003023,1,0,2,4391.625
13555,290970108003023,1,0,3,7882.875
13557,290970108003023,1,1,1,0.0
13558,290970108003023,1,1,2,4391.625
13559,290970108003023,1,1,3,7882.875
13562,290970108003023,1,2,2,0.0
13563,290970108003023,1,2,3,7882.875
13567,290970108003023,1,3,3,0.0
13568,290970108003024,1,0,0,0.0
13569,290970108003024,1,0,1,3570.189
13570,290970108003024,1,0,2,4486.986
13571,290970108003024,1,0,3,8054.046
13573,290970108003024,1,1,1,0.0
13574,290970108003024,1,1,2,4486.986
13575,290970108003024,1,1,3,8054.046
13578,290970108003024,1,2,2,0.0
13579,290970108003024,1,2,3,8054.046
13583,290970108003024,1,3,3,0.0
13584,290970108003025,1,0,0,0.0
13585,290970108003025,1,0,1,3433.8395
13586,290970108003025,1,0,2,4315.623
13587,290970108003025,1,0,3,7746.453
13589,290970108003025,1,1,1,0.0
13590,290970108003025,1,1,2,4315.623
13591,290970108003025,1,1,3,7746.453
13594,290970108003025,1,2,2,0.0
13595,290970108003025,1,2,3,7746.453
13599,290970108003025,1,3,3,0.0
13600,290970108003026,1,0,0,0.0
13601,290970108003026,1,0,1,3882.823
13602,290970108003026,1,0,2,4879.902
13603,290970108003026,1,0,3,8759.322
13605,290970108003026,1,1,1,0.0
13606,290970108003026,1,1,2,4879.902
13607,290970108003026,1,1,3,8759.322
13610,290970108003026,1,2,2,0.0
13611,290970108003026,1,2,3,8759.322
13615,290970108003026,1,3,3,0.0
13616,290970108003027,1,0,0,0.0
13617,290970108003027,1,0,1,3791.543
13618,290970108003027,1,0,2,4765.182
13619,290970108003027,1,0,3,8553.402
13621,290970108003027,1,1,1,0.0
13622,290970108003027,1,1,2,4765.182
13623,290970108003027,1,1,3,8553.402
13626,290970108003027,1,2,2,0.0
13627,290970108003027,1,2,3,8553.402
13631,290970108003027,1,3,3,0.0
13632,290970108003029,1,0,0,0.0
13633,290970108003029,1,0,1,3928.463
13634,290970108003029,1,0,2,4937.262
13635,290970108003029,1,0,3,8862.282
13637,290970108003029,1,1,1,0.0
13638,290970108003029,1,1,2,4937.262
13639,290970108003029,1,1,3,8862.282
13642,290970108003029,1,2,2,0.0
13643,290970108003029,1,2,3,8862.282
13647,290970108003029,1,3,3,0.0
13648,290970108003030,1,0,0,0.0
13649,290970108003030,1,0,1,5984.545
13650,290970108003030,1,0,2,7521.33
13651,290970108003030,1,0,3,13500.63
13653,290970108003030,1,1,1,0.0
13654,290970108003030,1,1,2,7521.33
13655,290970108003030,1,1,3,13500.63
13658,290970108003030,1,2,2,0.0
13659,290970108003030,1,2,3,13500.63
13663,290970108003030,1,3,3,0.0
13664,290970108003031,1,0,0,0.0
13665,290970108003031,1,0,1,3708.25
13666,290970108003031,1,0,2,4660.5
13667,290970108003031,1,0,3,8365.5
13669,290970108003031,1,1,1,0.0
13670,290970108003031,1,1,2,4660.5
13671,290970108003031,1,1,3,8365.5
13674,290970108003031,1,2,2,0.0
13675,290970108003031,1,2,3,8365.5
13679,290970108003031,1,3,3,0.0
13680,290970108003032,1,0,0,0.0
13681,290970108003032,1,0,1,4946.235
13682,290970108003032,1,0,2,6216.39
13683,290970108003032,1,0,3,11158.29
13685,290970108003032,1,1,1,0.0
13686,290970108003032,1,1,2,6216.39
13687,290970108003032,1,1,3,11158.29
13690,290970108003032,1,2,2,0.0
13691,290970108003032,1,2,3,11158.29
13695,290970108003032,1,3,3,0.0
13696,290970108003033,1,0,0,0.0
13697,290970108003033,1,0,1,4125.856
13698,290970108003033,1,0,2,5185.344
13699,290970108003033,1,0,3,9307.584
13701,290970108003033,1,1,1,0.0
13702,290970108003033,1,1,2,5185.344
13703,290970108003033,1,1,3,9307.584
13706,290970108003033,1,2,2,0.0
13707,290970108003033,1,2,3,9307.584
13711,290970108003033,1,3,3,0.0
13712,290970108003034,1,0,0,0.0
13713,290970108003034,1,0,1,3672.879
13714,290970108003034,1,0,2,4616.046
13715,290970108003034,1,0,3,8285.706
13717,290970108003034,1,1,1,0.0
13718,290970108003034,1,1,2,4616.046
13719,290970108003034,1,1,3,8285.706
13722,290970108003034,1,2,2,0.0
13723,290970108003034,1,2,3,8285.706
13727,290970108003034,1,3,3,0.0
13728,290970108003035,1,0,0,0.0
13729,290970108003035,1,0,1,6533.9365
13730,290970108003035,1,0,2,8211.801
13731,290970108003035,1,0,3,14740.011
13733,290970108003035,1,1,1,0.0
13734,290970108003035,1,1,2,8211.801
13735,290970108003035,1,1,3,14740.011
13738,290970108003035,1,2,2,0.0
13739,290970108003035,1,2,3,14740.011
13743,290970108003035,1,3,3,0.0
13744,290970108003036,1,0,0,0.0
13745,290970108003036,1,0,1,121387.567
13746,290970108003036,1,0,2,152558.958
13747,290970108003036,1,0,3,273840.138
13749,290970108003036,1,1,1,0.0
13750,290970108003036,1,1,2,152558.958
13751,290970108003036,1,1,3,273840.138
13754,290970108003036,1,2,2,0.0
13755,290970108003036,1,2,3,273840.138
13759,290970108003036,1,3,3,0.0
13760,290970108003040,1,0,0,0.0
13761,290970108003040,1,0,1,4915.428
13762,290970108003040,1,0,2,6177.672
13763,290970108003040,1,0,3,11088.792
13765,290970108003040,1,1,1,0.0
13766,290970108003040,1,1,2,6177.672
13767,290970108003040,1,1,3,11088.792
13770,290970108003040,1,2,2,0.0
13771,290970108003040,1,2,3,11088.792
13775,290970108003040,1,3,3,0.0
13776,290970108003041,1,0,0,0.0
13777,290970108003041,1,0,1,4503.527
13778,290970108003041,1,0,2,5659.998
13779,290970108003041,1,0,3,10159.578
13781,290970108003041,1,1,1,0.0
13782,290970108003041,1,1,2,5659.998
13783,290970108003041,1,1,3,10159.578
13786,290970108003041,1,2,2,0.0
13787,290970108003041,1,2,3,10159.578
13791,290970108003041,1,3,3,0.0
13792,290970108003042,1,0,0,0.0
13793,290970108003042,1,0,1,5076.309
13794,290970108003042,1,0,2,6379.866
13795,290970108003042,1,0,3,11451.726
13797,290970108003042,1,1,1,0.0
13798,290970108003042,1,1,2,6379.866
13799,290970108003042,1,1,3,11451.726
13802,290970108003042,1,2,2,0.0
13803,290970108003042,1,2,3,11451.726
13807,290970108003042,1,3,3,0.0
13808,290970108003044,1,0,0,0.0
13809,290970108003044,1,0,1,3711.1025
13810,290970108003044,1,0,2,4664.085
13811,290970108003044,1,0,3,8371.935
13813,290970108003044,1,1,1,0.0
13814,290970108003044,1,1,2,4664.085
13815,290970108003044,1,1,3,8371.935
13818,290970108003044,1,2,2,0.0
13819,290970108003044,1,2,3,8371.935
13823,290970108003044,1,3,3,0.0
13824,290970108004000,1,0,0,0.0
13825,290970108004000,1,0,1,5937.1935
